AwayTeam,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Home_Percentile,Away_Percentile
Anderlecht,12.666666666666666,11.833333333333334,4.166666666666667,3.6666666666666665,8.5,14.333333333333334,4.0,5.833333333333333,1.8333333333333333,2.6666666666666665,0.0,0.3333333333333333,0.524895178197065,0.7672955974842767
Antwerp,16.0,9.142857142857142,5.285714285714286,2.7142857142857144,13.428571428571429,14.0,5.0,3.142857142857143,1.8571428571428572,2.2857142857142856,0.14285714285714285,0.14285714285714285,0.585130278526505,0.4937106918238993
Cercle Brugge,13.166666666666666,13.333333333333334,4.333333333333333,4.0,10.166666666666666,13.0,5.333333333333333,4.333333333333333,1.3333333333333333,2.1666666666666665,0.0,0.16666666666666666,0.38548218029350106,0.5786163522012578
Charleroi,10.571428571428571,11.142857142857142,3.142857142857143,4.428571428571429,10.571428571428571,11.285714285714286,3.5714285714285716,3.7142857142857144,1.4285714285714286,2.2857142857142856,0.0,0.0,0.4528301886792453,0.4748427672955975
Club Brugge,12.428571428571429,15.714285714285714,3.7142857142857144,5.0,12.142857142857142,9.571428571428571,4.0,7.0,2.5714285714285716,1.2857142857142858,0.14285714285714285,0.0,0.26302785265049416,0.9811320754716981
Dender,16.714285714285715,10.571428571428571,5.0,4.142857142857143,11.714285714285714,11.857142857142858,6.0,3.142857142857143,1.8571428571428572,1.7142857142857142,0.0,0.42857142857142855,0.6053459119496856,0.1635220125786163
Genk,15.142857142857142,15.285714285714286,4.428571428571429,5.857142857142857,11.714285714285714,10.0,4.285714285714286,5.571428571428571,2.142857142857143,2.142857142857143,0.42857142857142855,0.0,0.5700808625336927,0.8553459119496856
Gent,15.428571428571429,13.0,6.285714285714286,5.428571428571429,11.285714285714286,11.428571428571429,4.571428571428571,6.142857142857143,2.2857142857142856,2.0,0.0,0.2857142857142857,0.45395327942497754,0.5691823899371069
Mechelen,15.714285714285714,10.714285714285714,4.428571428571429,4.142857142857143,10.857142857142858,8.571428571428571,7.571428571428571,5.428571428571429,1.2857142857142858,2.0,0.14285714285714285,0.0,0.4445193171608266,0.6163522012578616
Oud-Heverlee Leuven,13.0,11.333333333333334,5.666666666666667,3.1666666666666665,10.333333333333334,17.5,4.5,5.0,2.5,3.6666666666666665,0.0,0.16666666666666666,0.465146750524109,0.3867924528301887
RAAL La Louviere,12.0,8.833333333333334,5.333333333333333,2.6666666666666665,13.666666666666666,13.0,4.666666666666667,3.1666666666666665,1.3333333333333333,2.0,0.0,0.0,0.43736897274633124,0.2547169811320755
St Truiden,11.666666666666666,14.333333333333334,4.333333333333333,4.5,11.833333333333334,12.166666666666666,3.5,6.833333333333333,2.3333333333333335,1.1666666666666667,0.3333333333333333,0.0,0.640461215932914,0.3522012578616352
St. Gilloise,10.428571428571429,13.571428571428571,3.5714285714285716,5.857142857142857,9.0,14.142857142857142,4.285714285714286,5.142857142857143,1.5714285714285714,3.0,0.0,0.0,0.40386343216531895,0.9371069182389936
Standard,16.0,7.833333333333333,5.333333333333333,2.0,12.666666666666666,10.833333333333334,6.333333333333333,2.5,1.5,2.6666666666666665,0.0,0.3333333333333333,0.5057651991614256,0.21698113207547168
Waregem,13.666666666666666,12.0,4.333333333333333,4.5,9.333333333333334,13.333333333333334,5.333333333333333,4.833333333333333,1.3333333333333333,1.8333333333333333,0.3333333333333333,0.0,0.6176624737945493,0.2893081761006289
Westerlo,16.333333333333332,13.666666666666666,5.333333333333333,4.333333333333333,11.666666666666666,14.0,5.5,4.166666666666667,1.5,2.0,0.0,0.0,0.6645702306079665,0.2106918238993711
